OBJECTID,מס' סידורי,עיר,רשות תמרור,מרכז מטרופוליני,שלב,קוד צומת במערכת אביבים,X,Y,סטטוס,שם,רחוב ראשי,שם רחוב 1,שם רחוב 2,שם רחוב 3,שם רחוב 4,נת''צ קיים,מהיר לעיר,הקו הכחול,רכבת קלה - הקו האדום,רכבת קלה - הקו הירוק,רכבת קלה - הקו הסגול,הקו החום,הקו הירוק,אופני דן,ללא פרוייקט,קווי המטרונית,קוד צומת ברשות מקומית,MANTA_AUTH,מעודכן לתאריך,מקור,Fast2City_,x,y
82,82.000000,ברנר,נת"י,0.000000, ,31002.000000,181034.000000,642323.000000,קיים,מחלף גן שלמה,כביש 411, , , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BR,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181034,642323
83,83.000000,בת ים,בת ים,0.000000,א,3001.000000,176808.796200,656679.257800,קיים,הקוממיות - אנה פרנק,הקוממיות,אנה פרנק, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY06,176808.796,656679.258
84,84.000000,בת ים,בת ים,0.000000,א,3002.000000,177397.950900,658129.783100,קיים,יוספטל - מבצע סיני - אלי כהן,שדרות גיורא יוספטל,אלי כהן,מבצע סיני, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY18,177397.951,658129.783
85,85.000000,בת ים,בת ים,0.000000,א,3003.000000,177200.096000,658150.357500,קיים,יוספטל - השושנים - ירקוני,שדרות גיורא יוספטל,ירקוני,סמטת השושנים, , ,לא,כן,לא,לא,לא,לא,לא, ,כן,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY19,177200.096,658150.357
86,86.000000,בת ים,נת"ע,0.000000, ,3004.000000,176310.383200,656831.852300,קיים,הקוממיות דרך מנחם בגין,הקוממיות,דרך מנחם בגין,הרב יצחק ניסנבאום, , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,3,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176310.383,656831.852
87,87.000000,בת ים,בת ים,0.000000,א,3005.000000,175824.907300,658005.624200,קיים,בלפור - יהודה הלוי - מקס נורדאו,בלפור,מקס נורדאו, , , ,כן,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175824.907,658005.624
88,88.000000,בת ים,בת ים,0.000000,א,3006.000000,175857.185200,658043.938300,קיים,יהודה הלוי - בלפור,בלפור,יהודה הלוי, , , ,כן,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175857.185,658043.938
89,89.000000,בת ים,נת"ע,0.000000, ,3007.000000,176066.991300,658306.367300,קיים,שדרות יוספטל גיורא בלפור,בלפור,שדרות גיורא יוספטל, , , ,כן,כן,לא,כן,לא,לא,לא, ,לא,לא,לא,13,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176066.991,658306.367
90,90.000000,בת ים,נת"ע,0.000000, ,3008.000000,176948.119700,658124.214100,קיים,יוספטל - כצנלסון,שדרות גיורא יוספטל,הרב לוי,ברל כצנלסון, , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,105,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY20,176948.12,658124.214
91,91.000000,בת ים,בת ים,0.000000,א,3009.000000,176340.533000,659286.840100,קיים,שדרות העצמאות ירושלים,שדרות העצמאות,ירושלים, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,111,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176340.533,659286.84
92,92.000000,בת ים,נת"ע,0.000000, ,3010.000000,176160.000000,656594.000000,קיים,מנחם בגין - דרומה למסוף דן,מנחם בגין, , , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,1,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176160,656594
93,93.000000,בת ים,בת ים,0.000000, ,3011.000000,176857.038500,656876.022500,בתכנון,אנה פרנק - קרן היסוד,אנה פרנק,קרן היסוד,חשמונאים, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY22,176857.039,656876.023
94,94.000000,בת ים,בת ים,0.000000, ,3012.000000,176904.300000,657062.100000,בתכנון,אנה פרנק - מעבר חציה,אנה פרנק, , , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY23,176904.3,657062.1
95,95.000000,בת ים,בת ים,0.000000,א,3013.000000,176938.722100,657210.588700,קיים,אנה פרנק - הרב מימון,הרב מימון,אנה פרנק, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY24,176938.722,657210.589
96,96.000000,בת ים,בת ים,0.000000, ,3014.000000,176998.260500,657449.506700,בתכנון,אנה פרנק - כ"ט בנובמבר,אנה פרנק,כ"ט בנובמבר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY25,176998.26,657449.507
97,97.000000,בת ים,בת ים,0.000000, ,3015.000000,177226.000000,657405.000000,בתכנון,אלי כהן - כ"ט בנובמבר,אלי כהן,כ"ט בנובמבר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY21,177226,657405
98,98.000000,בת ים,בת ים,0.000000, ,3016.000000,177255.911700,657522.293800,בתכנון,אלי כהן - יוטבתה - השרון,אלי כהן,יוטבתה,השרון, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY26,177255.912,657522.294
99,99.000000,בת ים,בת ים,0.000000, ,3017.000000,177285.942000,657651.608800,בתכנון,אלי כהן - חצור - גלבוע,אלי כהן,חצור,גלבוע, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY27,177285.942,657651.609
100,100.000000,בת ים,בת ים,0.000000, ,3018.000000,177335.894400,657872.246100,בתכנון,אלי כהן - מצדה מעבר חצייה,אלי כהן,מצדה, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY28,177335.894,657872.246
101,101.000000,בת ים,בת ים,0.000000,א,3019.000000,177355.955800,657928.364100,קיים,אלי כהן - דוד רזיאל,אלי כהן,דוד רזיאל, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY29,177355.956,657928.364
102,102.000000,בת ים,בת ים,0.000000, ,3020.000000,177311.500000,657753.000000,בתכנון,אלי כהן - מעבר חציה,אלי כהן,התבור, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,BY30,177311.5,657753
103,103.000000,בת ים,בת ים,0.000000,א,3021.000000,176948.740700,658830.852000,קיים,אנילביץ - מבצע סיני - ברל כצנלסון,ברל כצנלסון,מבצע סיני,אנילביץ, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176948.741,658830.852
104,104.000000,בת ים,נת"ע,0.000000, ,3022.000000,176384.731300,656992.613100,קיים,קרן היסוד הרב ניסנבוים יצחק,קרן היסוד,הרב יצחק ניסנבאום,העמל, , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,4,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176384.731,656992.613
105,105.000000,בת ים,בת ים,0.000000,א,3023.000000,176528.011500,658848.700100,קיים,אנילביץ - הרב עוזיאל - דניאל,הרב עוזיאל,דניאל,אנילביץ, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176528.012,658848.7
106,106.000000,בת ים,בת ים,0.000000,א,3024.000000,176234.443600,658991.201000,קיים,שדרות העצמאות - הרב עוזיאל,שדרות העצמאות,הרב עוזיאל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176234.444,658991.201
107,107.000000,בת ים,נת"ע,0.000000, ,3025.000000,176526.730000,657311.192000,קיים,הרב ניסנבוים יצחק הרב מימון,הרב יצחק ניסנבאום,הרב מימון, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,5,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176526.73,657311.192
108,108.000000,בת ים,בת ים,0.000000,א,3026.000000,176543.742100,659271.781500,קיים,ירושלים - דניאל,ירושלים,דניאל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176543.742,659271.782
109,109.000000,בת ים,בת ים,0.000000,א,3027.000000,176951.024200,659008.545000,קיים,קרן קימת לישראל - ברל כצנלסון,קרן קימת לישראל,ברל כצנלסון, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176951.024,659008.545
110,110.000000,בת ים,נת"ע,0.000000, ,3028.000000,176677.151600,657652.984400,קיים,הרב ניסנבוים יצחק כ"ט בנובמ,הרב יצחק ניסנבאום,כ"ט בנובמבר, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,6,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176677.152,657652.984
111,111.000000,בת ים,נת"ע,0.000000, ,3029.000000,176777.767500,657888.674300,קיים,הרב ניסנבוים יצחק החרושת,הרב יצחק ניסנבאום,החרושת, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,7,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176777.768,657888.674
112,112.000000,בת ים,נת"ע,0.000000, ,3030.000000,176796.744400,658084.338600,קיים,שדרות יוספטל גיורא הרב ניסנ,שדרות גיורא יוספטל,הרב יצחק ניסנבאום, , , ,לא,כן,לא,כן,לא,לא,לא, ,לא,לא,לא,8,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176796.744,658084.339
113,113.000000,בת ים,נת"ע,0.000000, ,3031.000000,176672.000000,658131.000000,קיים,יוספטל - משת שרת,שדרות גיורא יוספטל,משה שרת, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,9,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176672,658131
114,114.000000,בת ים,נת"ע,0.000000, ,3032.000000,176528.519100,658199.348900,קיים,שדרות יוספטל גיורא החשמונא,שדרות גיורא יוספטל,החשמונאים, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,10,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176528.519,658199.349
115,115.000000,בת ים,נת"ע,0.000000, ,3033.000000,176432.711500,658212.537900,קיים,שדרות יוספטל גיורא בר אילן,שדרות גיורא יוספטל,בר אילן, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,11,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176432.712,658212.538
116,116.000000,בת ים,נת"ע,0.000000, ,3034.000000,176252.000000,658244.000000,קיים,יוספטל - ברנר,שדרות גיורא יוספטל,ברנר, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,12,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176252,658244
117,117.000000,בת ים,נת"ע,0.000000, ,3035.000000,175929.000000,658422.000000,קיים,שדרות יוספטל - דולפין,שדרות גיורא יוספטל,דולפין, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,15,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175929,658422
118,118.000000,בת ים,נת"ע,0.000000, ,3036.000000,175932.000000,658576.000000,קיים,הרצל - דקר,הרצל,דקר, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,16,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175932,658576
119,119.000000,בת ים,נת"ע,0.000000, ,3037.000000,175884.000000,658766.000000,קיים,הרצל - ז'בוטינסקי,הרצל,ז'בוטינסקי, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,17,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175884,658766
120,120.000000,בת ים,נת"ע,0.000000, ,3038.000000,175871.512000,658893.041500,קיים,שדרות העצמאות הרצל,שדרות העצמאות,הרצל, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,18,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175871.512,658893.042
121,121.000000,בת ים,נת"ע,0.000000, ,3039.000000,175871.000000,659023.000000,קיים,הרצל - הרב קוק,הרצל,הרב קוק, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,19,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175871,659023
122,122.000000,בת ים,נת"ע,0.000000, ,3040.000000,175878.296900,659138.572800,קיים,ירושלים הרצל,ירושלים,הרצל, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,20,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175878.297,659138.573
123,123.000000,בת ים,נת"ע,0.000000, ,3041.000000,175867.636400,659362.840800,קיים,רוטשילד הרצל,רוטשילד,הרצל, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,21,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175867.636,659362.841
124,124.000000,בת ים,נת"ע,0.000000, ,3042.000000,176065.185700,659369.402300,קיים,רוטשילד בלפור,רוטשילד,בלפור, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,22,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176065.186,659369.402
125,125.000000,בת ים,נת"ע,0.000000, ,3043.000000,176202.000000,659397.000000,קיים,רוטשילד - ישי - הרב בר שאול,רוטשילד,הרב בר שאול,מעבר ישי, , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,23,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176202,659397
126,126.000000,בת ים,נת"ע,0.000000, ,3044.000000,176377.607500,659429.679200,קיים,שדרות העצמאות רוטשילד,שדרות העצמאות,רוטשילד, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,24,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176377.607,659429.679
127,127.000000,בת ים,נת"ע,0.000000, ,3045.000000,176460.000000,659579.000000,קיים,שדרות העצמאות,שדרות העצמאות, , , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,25,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176460,659579
128,128.000000,בת ים,נת"ע,0.000000, ,3046.000000,176504.129500,659655.003900,קיים,שדרות העצמאות - שדרות ירושלים - הולצברג שמחה,שדרות העצמאות,שדרות ירושלים,שמחה הולצברג, , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,26,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176504.129,659655.004
129,129.000000,בת ים,בת ים,0.000000,א,3047.000000,175672.155800,657213.699600,קיים,הקוממיות - הנביאים - השייטת,הקוממיות,הנביאים,השייטת, , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175672.156,657213.7
130,130.000000,בת ים,בת ים,0.000000,א,3048.000000,175456.124100,657664.391100,קיים,הקוממיות - יצחק שדה - בן גוריון,הקוממיות,יצחק שדה,דרך בן גוריון, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175456.124,657664.391
131,131.000000,בת ים,בת ים,0.000000,א,3049.000000,175742.841900,657635.523000,קיים,יצחק שדה - בלפור,בלפור,יצחק שדה, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175742.842,657635.523
132,132.000000,בת ים,בת ים,0.000000,א,3050.000000,176100.982700,658510.830500,קיים,הרצל - בלפור,בלפור,הרצל, , , ,כן,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176100.983,658510.831
133,133.000000,בת ים,בת ים,0.000000,א,3051.000000,177377.704300,658985.696300,קיים,קרן קימת לישראל - ניצנה,קרן קימת לישראל,ניצנה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,177377.704,658985.696
134,134.000000,בת ים,בת ים,0.000000,א,3052.000000,177287.484800,658985.178100,קיים,קרן קימת לישראל - רהב,קרן קימת לישראל,רהב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,177287.485,658985.178
135,135.000000,בת ים,בת ים,0.000000,א,3053.000000,176080.301100,658908.464800,קיים,שדרות העצמאות - בלפור,שדרות העצמאות,בלפור, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176080.301,658908.465
